--------------------------------------------------
Socket2:         LL: 12600584   LR:12272452     RL:10776420     RR:77661327     ERR:848795       (11 10 9 68)
Socket3:         LL: 12232463   LR:12594836     RL:11775957     RR:76707527     ERR:848795       (10 11 10 67)
--------------------------------------------------
Socket0:         LL: 20429496   LR:23319546     RL:12285386     RR:57472059     ERR:653091       (17 20 10 50)
Socket1:         LL: 11028176   LR:8883879      RL:22307159     RR:71287273     ERR:653091       (9 7 19 62)
Socket2:         LL: 12651118   LR:12354020     RL:10779602     RR:77721747     ERR:653091       (11 10 9 68)
Socket3:         LL: 12237102   LR:12603150     RL:11788448     RR:76877787     ERR:653091       (10 11 10 67)
--------------------------------------------------
Socket0:         LL: 20380370   LR:22598684     RL:12088800     RR:54923101     ERR:158437       (18 20 10 49)
Socket1:         LL: 10059428   LR:8528261      RL:21009920     RR:70393346     ERR:158437       (9 7 19 63)
Socket2:         LL: 12446987   LR:11848390     RL:10583924     RR:75111654     ERR:158437       (11 10 9 68)
Socket3:         LL: 12088226   LR:12040609     RL:11333300     RR:74528820     ERR:158437       (10 10 10 67)
--------------------------------------------------
Socket0:         LL: 20379239   LR:23340740     RL:12306274     RR:57736787     ERR:396538       (17 20 10 50)
Socket1:         LL: 11164266   LR:8945605      RL:22278956     RR:71374213     ERR:396538       (9 7 19 62)
Socket2:         LL: 12700837   LR:12370987     RL:10808865     RR:77882351     ERR:396538       (11 10 9 68)
Socket3:         LL: 12284942   LR:12576424     RL:11839661     RR:77062013     ERR:396538       (10 11 10 67)
--------------------------------------------------
Socket0:         LL: 20395219   LR:23343050     RL:12306733     RR:57739302     ERR:375274       (17 20 10 50)
Socket1:         LL: 11165630   LR:8945981      RL:22292462     RR:71380231     ERR:375274       (9 7 19 62)
Socket2:         LL: 12700438   LR:12372437     RL:10793837     RR:77917592     ERR:375274       (11 10 9 68)
Socket3:         LL: 12284942   LR:12576607     RL:11845043     RR:77077712     ERR:375274       (10 11 10 67)
--------------------------------------------------
Socket0:         LL: 20345969   LR:22455408     RL:12008388     RR:54264116     ERR:123542       (18 20 11 49)
Socket1:         LL: 9856747    LR:8448740      RL:20867247     RR:69901147     ERR:123542       (9 7 19 64)
Socket2:         LL: 12318958   LR:11723090     RL:10519448     RR:74512385     ERR:123542       (11 10 9 68)
Socket3:         LL: 11937389   LR:11987580     RL:11219735     RR:73929177     ERR:123542       (10 10 10 67)
--------------------------------------------------
Socket0:         LL: 20343910   LR:23204177     RL:12297424     RR:57573564     ERR:740503       (17 20 10 50)
Socket1:         LL: 11141234   LR:8902456      RL:22091667     RR:71283718     ERR:740503       (9 7 19 62)
Socket2:         LL: 12697760   LR:12352130     RL:10752390     RR:77616795     ERR:740503       (11 10 9 68)
Socket3:         LL: 12247088   LR:12530320     RL:11847602     RR:76794065     ERR:740503       (10 11 10 67)
--------------------------------------------------
Socket0:         LL: 20343910   LR:23218357     RL:12297424     RR:57576177     ERR:723710       (17 20 10 50)
Socket1:         LL: 11142827   LR:8903237      RL:22101279     RR:71288525     ERR:723710       (9 7 19 62)
Socket2:         LL: 12697790   LR:12352130     RL:10754860     RR:77631088     ERR:723710       (11 10 9 68)
Socket3:         LL: 12247088   LR:12530529     RL:11850690     RR:76807561     ERR:723710       (10 11 10 67)
--------------------------------------------------
Socket0:         LL: 20344112   LR:23226417     RL:12320545     RR:57645154     ERR:623350       (17 20 10 50)
Socket1:         LL: 11144337   LR:8904252      RL:22128015     RR:71359624     ERR:623350       (9 7 19 62)
Socket2:         LL: 12726687   LR:12393714     RL:10756976     RR:77658851     ERR:623350       (11 10 9 68)
Socket3:         LL: 12257910   LR:12538799     RL:11857646     RR:76881873     ERR:623350       (10 11 10 67)
